Date,Tweet Id
2020-12-22,1341415949405200385
2020-12-22,1341401358801522688
2020-12-22,1341368555514732546
2020-12-23,1341800985623203841
2020-12-23,1341800426799296514
2020-12-23,1341628973785227266
2020-12-23,1341616854322843650
2020-12-25,1342533198195138567
2020-12-27,1343303117169975305
2020-12-27,1343216181872914432
2020-12-27,1343206349891624962
2020-12-27,1343202386186264577
2020-12-27,1343162482911813638
2020-12-28,1343489078717788161
2020-12-28,1343436275269959682
2020-12-29,1343952327544348673
2020-12-29,1343844968729899009
2020-12-30,1344387710266519552
2020-12-30,1344386643176923136
2020-12-30,1344245649173307398
2020-12-30,1344235655988178946
2020-12-30,1344227932735238144
2020-12-31,1344628096692080641
2021-01-01,1344904136140185600
2021-01-02,1345437489012617223
2021-01-02,1345434884941242375
2021-01-02,1345343759182143493
2021-01-02,1345339765890158598
2021-01-03,1345828636620976131
2021-01-03,1345815286629490688
2021-01-03,1345716924622245890
2021-01-04,1346146943131652099
2021-01-04,1346134669306327043
2021-01-04,1346133847776374789
2021-01-04,1346132170432274433
2021-01-04,1346127349499260930
2021-01-04,1345923906843062273
2021-01-05,NaN
2021-01-05,1346590025388077058
2021-01-05,1346493687828770819
2021-01-05,1346432451116228609
2021-01-05,1346292783011786752
2021-01-07,1347309141275136007
2021-01-07,1347096048750256128
2021-01-07,1347042831374815233
2021-01-08,1347615538692939779
2021-01-08,1347573460277592072
2021-01-08,1347520414432567298
2021-01-08,1347420163679916033
2021-01-09,1347940306021281793
2021-01-10,1348266219477102592
2021-01-10,1348191436991303680
2021-01-11,1348719210009141248
2021-01-11,1348718071654080516
2021-01-11,1348676136507736065
2021-01-12,1348956874826248194
2021-01-12,1348956801044275200
2021-01-12,1348946344996712448
2021-01-12,1348894220338266112
2021-01-13,1349350891355308033
2021-01-13,1349247424271945729
2021-01-14,1349665022360903680
2021-01-14,1349624712536727553
2021-01-16,1350544871724085252
2021-01-16,1350495290873229313
2021-01-16,1350416966163570690
2021-01-16,1350398050641055744
2021-01-17,1350819641380253696
2021-01-17,1350770286648549380
2021-01-17,1350739033501147139
2021-01-17,1350733757360336896
2021-01-17,1350716411950333957
2021-01-17,1350665080401223680
2021-01-18,1351264242113114112
2021-01-18,1351149841032876036
2021-01-18,1351128227394281476
2021-01-18,1351104951326535680
2021-01-18,1351079513988468745
2021-01-18,1351064504315097095
2021-01-18,1351013314713812992
2021-01-19,1351561705772486663
2021-01-19,1351531479151636480
2021-01-19,1351515606642778113
2021-01-19,1351494169492119555
2021-01-19,1351424254903001090
2021-01-19,1351390986916818944
2021-01-19,1351352355032354816
2021-01-19,1351350558871986183
2021-01-20,1351863877764587520
2021-01-20,1351852542636994561
2021-01-20,1351852537343844352
2021-01-20,1351839862522073095
2021-01-21,NaN
2021-01-21,1352321927159947266
2021-01-21,1352226250069319682
2021-01-21,1352226093504323586
2021-01-21,1352206262356893704
2021-01-21,1352204032186658817
2021-01-21,1352127922522497025
2021-01-21,1352127784542490625
2021-01-22,1352614457780932616
2021-01-22,1352474402785525761
2021-01-23,1352991987604066305
2021-01-23,1352989453225226240
2021-01-23,1352895990043455489
2021-01-24,1353316526514982912
2021-01-24,1353305023346839552
2021-01-25,1353573321149980674
2021-01-26,1354124307488780289
2021-01-26,1353966235759861760
2021-01-26,1353930961306705921
2021-01-27,1354492427529302017
2021-01-27,1354452587865649154
2021-01-27,1354373177238020098
2021-01-27,1354372937932034049
2021-01-28,1354891278702546945
2021-01-28,1354731699117187072
2021-01-28,1354626127965335561
2021-01-29,1355066155900219392
2021-01-30,1355568634844901388
2021-01-30,1355550524507086854
2021-01-30,1355529674793889793
2021-01-30,1355456866281684995
2021-01-30,1355429853412130819
2021-01-30,1355428054949109761
2021-01-31,1355985432685780992
2021-01-31,1355917893037416448
2021-01-31,1355883563082768388
2021-01-31,1355758209680764931
2021-01-31,1355751467660038144
2021-02-01,1356365709471862795
2021-02-01,1356318415829540864
2021-02-01,1356183208090546176
2021-02-01,1356110249674088448
2021-02-02,1356639990738993153
2021-02-02,1356629643797880833
2021-02-02,1356539460159168513
2021-02-03,1357004654744375300
2021-02-03,1357003919176708098
2021-02-03,1356986469122990086
2021-02-05,1357592949312356355
2021-02-05,1357552861715038208
2021-02-06,NaN
2021-02-07,1358403275284955145
2021-02-07,1358300468598956032
2021-02-08,1358889416815697920
2021-02-08,1358807851968389123
2021-02-08,1358774139570565122
2021-02-08,1358749983080611840
2021-02-08,1358704234582200320
2021-02-08,1358701006784200705
2021-02-08,1358699472268767235
2021-02-08,1358670004477165568
2021-02-10,1359601689523875840
2021-02-10,1359398700062244865
2021-02-10,1359347644439678976
2021-02-11,1359893515312988161
2021-02-11,1359798647718830080
2021-02-12,1360323928250585091
2021-02-12,1360067756352274434
2021-02-13,1360668201227583493
2021-02-14,1360953283217674241
2021-02-14,1360912073857912833
2021-02-15,1361330681197043714
2021-02-15,1361309985599283203
2021-02-15,1361225871135297539
2021-02-16,1361603965218095105
2021-02-18,1362368431660621824
2021-02-20,1363089886660673536
2021-02-21,1363555529977643020
2021-02-21,1363394939149688832
2021-02-21,1363336508086751236
2021-02-22,1363780228401618948
2021-02-23,1364276878022905858
2021-02-23,1364061889186181121
2021-02-24,1364527303313616896
2021-02-25,1364971244035198982
2021-02-25,1364845247365345282
2021-02-25,1364788198363131905
2021-02-26,1365224381924933632
2021-02-27,1365604509943164931
2021-02-28,1366054480521793540
2021-03-01,1366376370285215744
2021-03-02,1366718543341907969
2021-03-02,1366645386366967810
2021-03-02,1366614521071230977
2021-03-03,1367011100969951233
2021-03-04,1367480063558623243
2021-03-05,1367968067687309312
2021-03-05,1367838431510937600
2021-03-07,1368460686334906368
2021-03-07,1368411461207359490
2021-03-09,1369333093983748099
2021-03-09,1369321967409639427
2021-03-10,1369556642505793536
2021-03-10,1369529843453472770
2021-03-11,1370005347239399427
2021-03-11,1369961483791138818
2021-03-12,1370163906992205826
2021-03-13,1370642445927600129
2021-03-14,1371063290445586433
2021-03-14,1371041964653748224
2021-03-15,1371370587105427458
2021-03-15,1371344481769943040
2021-03-16,1371691215037493252
2021-03-17,1372241150053072903
2021-03-20,1373399086594985986
2021-03-21,1373727652993847297
2021-03-21,1373548344698617856
2021-03-21,1373485546626895872
2021-03-22,1374056920135430144
2021-03-22,1374056920135430144
2021-03-22,1374028763432845312
2021-03-22,1373856788852916224
2021-03-24,1374721969816485936
2021-03-24,1374669863541735424
2021-03-24,1374633987335974916
2021-03-25,1375130966474248192
2021-03-26,1375449821130067968
2021-03-26,1375444970744733696
2021-03-26,1375365967098830848
2021-03-26,1375346712303300610
2021-03-26,1375286733177114629
2021-03-28,1376207076481884172
2021-03-29,1376624204817309701
2021-03-29,1376560033475928064
2021-03-29,1376486765985460224
2021-03-30,1377006715254665216
2021-03-30,1376881310992642052
2021-03-31,1377228164171231235
2021-04-02,1377873113279434753
2021-04-05,1379146070576541697
2021-04-05,1379095893622816773
2021-04-05,1378975799819272200
2021-04-07,1379763967648800772
2021-04-08,1380211771844222981
2021-04-08,1380211769562501126
2021-04-09,1380621842885574662
2021-04-09,1380532997737308170
2021-04-13,1381955056128438273
2021-04-14,1382203908173488129
2021-04-15,1382773097384710147
2021-04-15,1382642725883944968
2021-04-15,1382584491206537222
2021-04-19,1384149552891011078
2021-04-21,1384921404446056452
2021-04-21,1384733012667953152
2021-04-22,1385178649775771651
2021-04-22,1385171863408611328
2021-04-22,1385120892271857664
2021-04-23,1385481283359412225
2021-04-24,1385959788383723525
2021-04-25,1386195051341041665
2021-04-26,1386584176732868610
2021-04-27,1387087783542599680
2021-04-27,1387086656512176128
2021-04-27,1386963433069768709
2021-04-27,1386893785834131456
2021-04-27,1386842277432152071
2021-04-28,1387438357823774720
2021-04-28,1387343564540108806
2021-04-28,1387308379337543681
2021-04-29,1387636104841601024
2021-04-29,1387630859730046977
2021-04-29,1387619367584780292
2021-04-30,1388188181334528002
2021-05-01,1388542629772673026
2021-05-01,1388420853252206592
2021-05-02,1388905573689831424
2021-05-02,1388903115986984969
2021-05-02,1388672893870034948
2021-05-03,1389218875825340417
2021-05-03,1389194788373635074
2021-05-04,1389427170339037187
2021-05-05,1390032434012459010
2021-05-05,1389846797691064322
2021-05-06,1390258522261176322
2021-05-06,1390105930797305857
2021-05-07,1390726063853027342
2021-05-07,1390704864485810176
2021-05-07,1390693914131238912
2021-05-10,1391780433810108422
2021-05-10,1391662254140104705
2021-05-10,1391629610907881472
2021-05-11,1392058515926274048
2021-05-11,1392016925027442688
2021-05-12,1392455370606530566
2021-05-13,1392829868694548480
2021-05-14,1393178693246324736
2021-05-15,1393663667900751872
2021-05-16,1393894369284042754
2021-05-16,1393837228560764931
2021-05-17,1394364340330024968
2021-05-17,1394208854150365185
2021-05-18,1394722906316410000
2021-05-18,1394692792715079689
2021-05-18,1394611466897006593
2021-05-18,1394587596869840898
2021-05-20,NaN
2021-05-21,1395561108812013570
2021-05-22,NaN
2021-05-22,1396110811207249922
2021-05-24,1396900629717692417
2021-05-24,1396862197318434825
2021-05-26,1397429640067751939
2021-05-27,1397978202836856832
2021-05-27,1397955175638355969
2021-05-27,1397918945642881026
2021-05-27,1397900393275928576
2021-05-27,1397828333925191681
2021-05-28,1398308050717474816
2021-05-29,1398561316122550274
2021-05-31,1399473575132905475
2021-05-31,1399300901416865796
2021-05-31,1399241362445418504
2021-06-01,1399593237107593216
2021-06-02,1399946722428739585
2021-06-05,1401227618599325697
2021-06-05,1401205307850829834
2021-06-05,1401020206726660096
2021-06-06,1401585068796227587
2021-06-06,1401455520054194177
2021-06-07,1401979901973045248
2021-06-08,1402298720843186186
2021-06-09,1402612256915955718
2021-06-09,1402554000910827520
2021-06-09,1402526818905870338
2021-06-10,1403100151984574464
2021-06-10,1402801548523155458
2021-06-11,1403426581163413516
2021-06-11,1403358464810778625
2021-06-13,1404076039282778115
2021-06-13,1404041615065366529
2021-06-15,1404773460694519812
2021-06-16,1404997606514827264
2021-06-17,1405631411437150211
2021-06-17,1405391203009548294
2021-06-18,1405966238073884682
2021-06-18,1405931882743840780
2021-06-22,1407329934503198732
2021-06-22,1407269542955528193
2021-06-24,1408096958330327041
2021-06-24,1408017454434029570
2021-06-24,1407974543004557313
2021-06-28,1409341940697550850
2021-06-29,1409895695600001029
2021-06-29,1409800222876839936
2021-06-30,1410199968657416193
2021-07-01,1410667975703683076
2021-07-01,1410558624649383943
2021-07-01,1410558456768221189
2021-07-02,1411093468005294083
2021-07-02,1410906339350622210
2021-07-04,1411633849302409216
2021-07-05,1412060748046553095
2021-07-05,1412031204023488512
2021-07-06,1412391135083995141
2021-07-06,1412315671552217091
2021-07-09,1413593668800364546
2021-07-12,1414522692003192834
2021-07-12,1414437521568813059
2021-07-12,1414436470048399360
2021-07-12,1414382275337224192
2021-07-12,1414381879055118340
2021-07-13,1414994358240153603
2021-07-13,1414854383116902400
2021-07-13,1414845442257473540
2021-07-15,1415560277588942850
2021-07-15,1415550578273439746
2021-07-18,1416817544627904512
2021-07-19,1416916834645905410
2021-07-20,1417554775617458186
2021-07-22,1418179847101325312
2021-07-24,1418906240885854214
2021-07-26,1419785633590124546
2021-07-26,1419693944057827328
2021-07-26,1419499405531566083
2021-08-01,1421697892377579525
2021-08-01,1421675165365178369
2021-08-04,1423044426822193159
2021-08-04,1423041834519973889
2021-08-04,1422793856073060354
2021-08-05,1423311028478173188
2021-08-08,1424393274811420677
2021-08-09,1424572595530256385
2021-08-09,1424537212322992132
2021-08-10,1425188143943372801
2021-08-10,1425060012330786816
2021-08-12,1425789816822665218
2021-08-13,1426192603406602246
2021-08-14,1426499050229026819
2021-08-15,1427030444063830017
2021-08-15,1426808501221924866
2021-08-15,1426792925078376448
2021-08-17,1427687176016302083
2021-08-17,1427613171955666957
2021-08-17,1427545023650963456
2021-08-17,1427530564547063812
2021-08-17,1427527829407903775
2021-08-17,1427494017965731851
2021-08-18,1428068052361482246
2021-08-19,1428357607366881281
2021-08-19,1428249236005662724
2021-08-19,1428207282920243204
2021-08-20,1428711760312274944
2021-08-20,1428536526951133188
2021-08-21,1429123334415990787
2021-08-21,1429121847048671232
2021-08-21,1428993863792857090
2021-08-22,1429442295317811202
2021-08-22,1429414098408706052
2021-08-22,1429329465851715587
2021-08-23,NaN
2021-08-23,1429806547870363655
2021-08-23,1429785108039585794
2021-08-23,1429725472645128194
2021-08-23,1429676094546923525
2021-08-24,1430271155445846025
2021-08-24,1430233843898912772
2021-08-24,1430151003140239364
2021-08-25,1430647369448763395
2021-08-25,1430646153670955008
2021-08-25,1430385175154810883
2021-08-26,1430897427494555654
2021-08-27,1431124469247090694
2021-08-27,1431090243256586248
2021-08-28,1431681915162173446
2021-08-29,1432068864108601348
2021-08-29,1431985615097184259
2021-08-29,1431934813532037122
2021-08-29,1431934813532037122
2021-08-29,1431931198658338820
2021-08-29,1431846368860069894
2021-08-31,1432605906014031872
2021-09-01,1433104448579153922
2021-09-01,1432921833393868801
2021-09-02,1433395742631202816
2021-09-02,1433367076996005892
2021-09-04,1434091440762728448
2021-09-04,1434030810835865602
2021-09-04,1434030509621972999
2021-09-04,1434024149396119558
2021-09-05,1434497870107979778
2021-09-06,1434994778429706254
2021-09-06,1434887030719275013
2021-09-06,1434806748062392322
2021-09-07,1435257673608486916
2021-09-07,1435220678349889543
2021-09-09,1435924897369317382
2021-09-10,1436239153570750467
2021-09-14,1437621060271316993
2021-09-15,1438140002630766599
2021-09-16,1438406936039395332
2021-09-17,1438946490836262912
2021-09-17,1438915199956881412
2021-09-17,1438782075834937347
2021-09-17,1438764697638035458
2021-09-18,1439128643180105730
2021-09-19,NaN
2021-09-21,1440393434104098822
2021-09-21,1440371839113392129
2021-09-21,1440263493274374144
2021-09-22,1440737184508612612
2021-09-22,1440633306974883848
2021-09-22,1440544679615815689
2021-09-23,1441033611377983495
2021-09-23,1440969466393894914
2021-09-23,1440906741282189312
2021-09-24,1441436433986699268
2021-09-25,1441821530959147016
2021-09-28,1442828561426042882
2021-09-30,1443480379315396608
2021-10-02,1444354590200111105
2021-10-05,1445348759299403784
2021-10-10,1447268201348411392
2021-10-10,1447265945559474179
2021-10-11,1447636290346835974
2021-10-11,1447450383991943169
2021-10-14,1448566328705441798
2021-10-14,1448474777660887047
2021-10-14,1448470474346926089
2021-10-17,1449606317077790721
2021-10-18,1449940629207855106
2021-10-19,1450499003544657923
2021-10-20,1450891878749151233
2021-10-20,1450889611329384448
2021-10-21,1451129467347288067
2021-10-21,1451084706645217282
2021-10-31,1454695529833713665
2021-11-01,1455117579949912066
2021-11-01,1455080387676413957
2021-11-01,1455046216371290117
2021-11-02,1455606016637382665
2021-11-02,1455461163874099203
2021-11-02,1455432727331844097
2021-11-02,1455393147232608257
2021-11-03,1455914103646695436
2021-11-03,1455880656442073089
2021-11-03,1455880074146746368
2021-11-03,1455819210316263425
2021-11-12,1459067570414403600
2021-11-13,1459448405034426377
2021-11-23,1463156938372493324
2021-11-24,1463400173506338826
2021-11-27,1464565819460005890
2021-11-27,1464436396471500801
2021-11-28,1464935376913584135
2021-11-29,1465399804540993537
2021-11-29,1465343361330847744
2021-11-30,1465649862570041345
2021-12-01,1466082325888962567
2021-12-02,1466243541047390217
2021-12-05,1467536686808809482
2021-12-13,1470381621647925254
2021-12-13,1470260384376492039
2021-12-14,1470639825925681152
2021-12-16,1471444254761365505
2021-12-17,1471765052864794628
2021-12-17,1471668169144094720
2021-12-20,1472818248605442048
2021-12-23,1474054484716404742
2021-12-25,1474594707397222400
2021-12-25,1474586054082514947
2021-12-27,1475470384585527297
2021-12-28,1475875720094175238
2021-12-28,1475874585836986370
2021-12-28,1475824984828297219
2021-12-28,1475635017095258121
2021-12-29,1476064324330401794
2022-01-01,1477305224633384961
2022-01-01,1477304445621137408
2022-01-01,1477233831837065216
2022-01-02,1477497954130972674
2022-01-03,1477994528309194752
2022-01-05,1478802687072346117
2022-01-05,1478730095028314113
2022-01-05,1478724627476189185
2022-01-05,1478646254406189056
2022-01-06,1479177239379984394
2022-01-06,1478944728980889601
2022-01-07,1479365348197650432
2022-01-08,1479703364061777920
2022-01-09,1480254080371068934
2022-01-09,1480153667986673664
2022-01-11,1480717001463107587
2022-01-12,1481346548923617289
2022-01-19,1483840629713289218
2022-01-19,1483715141053124609
2022-01-23,1485333838674939904
2022-01-26,1486346897535156229
2022-01-26,1486346563396030468
2022-01-28,1486981694733586435
2022-01-29,1487539516957249536
2022-01-30,1487872606791692288
2022-02-01,1488513624419221508
2022-02-02,1488896381179809792
2022-02-02,1488892427297607680
2022-02-03,1489290827729977349
2022-02-03,1489101719162298369
2022-02-05,1489926036544536577
2022-02-06,1490288795073318916
2022-02-12,1492540289441013760
2022-02-23,1496417508827537408
2022-02-24,1496805374879748096
2022-02-26,1497548001627324419
2022-02-28,1498307956546457601
2022-03-09,1501417006440009733
2022-03-19,1505199983427006467
2022-03-20,1505493067113107457
2022-03-20,1505485784236933122
2022-03-28,1508371622377529354
2022-04-04,1511065205035483136
2022-04-04,1510958684809179139
2022-04-06,1511628248714727426
2022-04-08,1512373466279911425
2022-04-08,1512278494142730244
2022-04-15,1515039716294463497
2022-04-17,1515714027497967626
2022-05-06,1522614535936516097
2022-05-17,1526679064433635328
2022-05-30,1531147247265660929
2022-06-12,1535963455299239938
2022-06-14,1536669542356815875
2022-06-30,1542527908278931456
2022-06-30,1542479039985860609
2022-07-01,1542673017104486400
2022-07-05,1544425350243012614
2022-07-06,1544488740294369285
2022-07-10,1546041674467516417
2022-07-19,1549361564456714241
2022-07-22,NaN
2022-07-22,NaN
2022-07-22,1550534718583611394
2022-07-22,1550499150478950400
2022-07-22,1550438768917740000
2022-07-22,1550388802014875650
2022-07-22,1550383975515963392
2022-07-22,1550361489634205696
2022-07-23,NaN
2022-07-23,1550963343246213122
2022-07-23,1550934359095517185
2022-07-23,1550913689460555778
2022-07-23,1550737638227058689
2022-07-23,1550699542097567744
2022-07-24,NaN
2022-07-24,1551308907049615361
2022-07-24,1551294800757915651
2022-07-24,1551272589217202177
2022-07-24,1551199725143363585
2022-07-24,1551100643011547136
2022-07-24,1551064684480151553
2022-07-25,NaN
2022-07-25,NaN
2022-07-25,1551683883095171072
2022-07-25,1551585104111310000
2022-07-25,1551551593375567874
2022-07-25,1551520343910596608
2022-07-26,1552021733678485505
2022-07-26,1552007459073654786
2022-07-26,1551955397635985408
2022-07-26,1551906189700526080
2022-07-26,1551901554931908611
2022-07-26,1551885360392806400
2022-07-26,1551884860230406144
2022-07-26,1551813433049448448
2022-07-26,1551765120149330000
2022-07-27,1552340188650770433
2022-07-27,1552257729837907968
2022-07-28,NaN
2022-07-28,NaN
2022-07-28,1552654674565554177
2022-07-28,1552630166639312896
2022-07-28,1552603574747774977
2022-07-29,NaN
2022-07-29,NaN
2022-07-29,1553164719791525889
2022-07-29,1553043803740770306
2022-07-29,1553027537617539074
2022-07-29,1552989895039361024
2022-07-29,1552983446670266380
2022-07-29,1552974444792000000
2022-07-29,1552971950724726786
2022-07-29,1552965914940801024
2022-07-29,1552960802604420000
2022-07-29,1552957206533920000
2022-07-29,1552943302831382533
2022-07-29,1552937304397840000
2022-07-29,1552927255147390000
2022-07-29,1552926250359870000
2022-07-29,1552920160268435458
2022-07-29,1552920119981920000
2022-07-29,1552885577464283137
2022-07-30,NaN
2022-07-30,1553501954134794240
2022-07-30,1553488157064044544
2022-07-30,1553485686518546433
2022-07-30,1553480991817211907
2022-07-30,1553468607648120833
2022-07-30,1553451746122272768
2022-07-30,1553409519606177793
2022-07-30,1553400777896611843
2022-07-30,1553390452438605826
2022-07-30,1553373679656091648
2022-07-30,1553326122942619649
2022-07-30,1553301182378119168
2022-07-30,1553287297973583873
2022-07-30,1553276487419273216
2022-07-30,1553270521189600000
